carat,cut,color,clarity,depth,table,x,y,z,price,price_cat
0.9,Ideal,I,SI2,62,56,6.16,6.2,3.83,3001,2400-3200
0.72,Very Good,D,SI1,61.5,58,5.74,5.78,3.54,3001,2400-3200
0.7,Premium,D,VS1,61.6,61,5.66,5.61,3.47,3001,2400-3200
0.7,Good,D,VS1,63.6,60,5.61,5.52,3.54,3001,2400-3200
0.7,Very Good,D,VS1,63.4,59,5.58,5.55,3.53,3001,2400-3200
0.6,Ideal,G,VVS1,62.1,56,5.42,5.43,3.37,3001,2400-3200
0.75,Very Good,H,VVS2,60.6,57,5.86,5.89,3.56,3002,2400-3200
0.83,Very Good,E,SI1,62.1,58,6.01,6.04,3.74,3002,2400-3200
0.77,Very Good,E,SI2,60.4,58,5.91,5.95,3.58,3002,2400-3200
0.71,Premium,D,VS2,62.1,60,5.68,5.72,3.54,3002,2400-3200
0.89,Good,H,SI2,63.3,59,6.04,6.09,3.84,3002,2400-3200
0.72,Good,F,VS1,63.8,58,5.68,5.63,3.61,3002,2400-3200
0.72,Ideal,G,VVS2,61.6,55,5.78,5.77,3.56,3002,2400-3200
0.8,Premium,G,VS2,60.6,59,6.02,5.97,3.63,3002,2400-3200
0.73,Fair,F,VS1,58.6,66,5.92,5.88,3.46,3002,2400-3200
0.76,Ideal,E,SI1,61.5,56,5.89,5.91,3.63,3003,2400-3200
1.01,Fair,D,SI2,64.6,56,6.31,6.24,4.05,3003,2400-3200
0.65,Premium,D,VVS2,59.9,58,5.69,5.63,3.39,3003,2400-3200
0.81,Premium,F,SI1,61.9,58,5.99,5.96,3.7,3004,2400-3200
0.81,Ideal,F,SI1,61.8,55,6.04,6,3.72,3004,2400-3200
0.7,Ideal,H,VS1,61.7,55,5.69,5.72,3.52,3004,2400-3200
0.61,Ideal,E,VS1,61.3,54,5.53,5.5,3.38,3004,2400-3200
0.78,Ideal,G,SI1,60.6,57,5.95,5.97,3.61,3004,2400-3200
0.72,Ideal,F,SI1,62.3,56,5.77,5.79,3.6,3004,2400-3200
0.92,Premium,D,SI2,60.2,61,6.32,6.27,3.79,3004,2400-3200
0.75,Very Good,E,SI1,61.1,59,5.85,5.9,3.59,3005,2400-3200
0.55,Ideal,F,VVS1,61.2,54,5.3,5.35,3.26,3005,2400-3200
0.8,Very Good,H,SI1,63,57,5.89,5.95,3.73,3005,2400-3200
0.72,Ideal,I,VS1,60.4,56,5.8,5.86,3.52,3005,2400-3200
0.73,Ideal,H,VVS1,61.6,57,5.81,5.78,3.57,3005,2400-3200
0.91,Very Good,I,SI2,63.4,58,6.08,6.12,3.87,3006,2400-3200
0.91,Very Good,G,SI2,62.8,59,6.09,6.14,3.84,3006,2400-3200
0.71,Premium,E,VS1,61.1,58,5.8,5.76,3.53,3006,2400-3200
0.71,Very Good,E,VS1,63.2,60,5.63,5.6,3.55,3006,2400-3200
0.55,Premium,D,VVS1,60.3,59,5.34,5.3,3.21,3006,2400-3200
0.71,Ideal,I,VVS2,60.7,57,5.76,5.8,3.51,3007,2400-3200
0.71,Ideal,I,VVS2,60.4,57,5.78,5.81,3.5,3007,2400-3200
0.7,Premium,E,VVS2,62.7,53,5.65,5.61,3.53,3007,2400-3200
0.71,Ideal,G,SI1,61.3,55,5.73,5.79,3.53,3007,2400-3200
0.71,Ideal,G,SI1,61.6,55,5.72,5.78,3.54,3007,2400-3200
0.71,Ideal,G,SI1,61.9,56,5.73,5.76,3.55,3007,2400-3200
0.71,Ideal,G,SI1,61.6,57,5.73,5.76,3.54,3007,2400-3200
0.71,Ideal,G,SI1,61.4,56,5.72,5.77,3.53,3007,2400-3200
0.76,Ideal,D,SI1,61.2,57,5.88,5.91,3.61,3007,2400-3200
0.91,Very Good,F,SI1,63.1,60,6.13,6.1,3.86,3007,2400-3200
0.7,Very Good,D,VS1,60.4,58,5.71,5.78,3.47,3008,2400-3200
0.61,Ideal,G,VVS1,61.2,56,5.46,5.48,3.35,3008,2400-3200
0.7,Ideal,F,VS2,61.3,57,5.7,5.76,3.51,3008,2400-3200
0.82,Premium,H,VS1,62.5,59,5.96,5.94,3.72,3008,2400-3200
0.71,Very Good,E,VS1,63.7,58,5.63,5.68,3.6,3009,2400-3200
0.71,Very Good,E,VS1,62.1,57,5.67,5.69,3.53,3009,2400-3200
0.71,Very Good,E,VS1,63.4,58,5.64,5.68,3.59,3009,2400-3200
0.74,Very Good,E,SI1,61.3,58,5.8,5.84,3.57,3009,2400-3200
0.83,Ideal,F,SI1,62.1,57,6,6.02,3.73,3010,2400-3200
0.83,Very Good,F,SI1,62.1,58,5.98,6.06,3.74,3010,2400-3200
0.8,Ideal,I,VS1,60.7,59,5.98,6.02,3.64,3010,2400-3200
0.8,Ideal,D,SI1,62.2,57,5.89,5.85,3.65,3011,2400-3200
0.73,Very Good,G,VS1,60.7,55,5.87,5.89,3.57,3011,2400-3200
1,Very Good,G,I1,62.5,62,6.42,6.35,3.99,3011,2400-3200
1.2,Fair,J,I1,64.9,59,6.61,6.54,4.27,3011,2400-3200
1.2,Fair,I,I1,62.2,66,6.77,6.7,4.2,3011,2400-3200
1.2,Fair,I,I1,66.2,55,6.61,6.51,4.34,3011,2400-3200
0.61,Ideal,E,VVS2,62,54,5.43,5.47,3.38,3011,2400-3200
0.7,Ideal,F,VS2,61.9,55,5.7,5.74,3.54,3011,2400-3200
0.7,Ideal,F,VS2,61.8,57,5.67,5.75,3.53,3011,2400-3200
0.7,Ideal,F,VS2,62.7,55,5.66,5.69,3.56,3011,2400-3200
0.7,Ideal,F,VS2,61.4,58,5.7,5.73,3.51,3011,2400-3200
0.77,Ideal,D,SI2,62.3,55,5.9,5.85,3.66,3011,2400-3200
0.75,Ideal,H,SI1,61.9,55,5.82,5.85,3.61,3011,2400-3200
0.75,Ideal,H,SI1,61.9,56,5.81,5.85,3.61,3011,2400-3200
1,Fair,E,SI2,55.4,62,6.63,6.59,3.66,3011,2400-3200
0.78,Very Good,G,VS2,61.3,60,5.89,5.96,3.63,3012,2400-3200
0.82,Ideal,E,SI2,62.2,57,6,5.97,3.72,3012,2400-3200
0.72,Ideal,G,VS2,61.7,56,5.74,5.78,3.55,3012,2400-3200
0.72,Ideal,E,SI1,61,57,5.77,5.8,3.53,3012,2400-3200
0.72,Ideal,E,SI1,60.3,55,5.85,5.89,3.54,3012,2400-3200
0.8,Very Good,F,SI1,63.9,56,5.84,5.87,3.74,3013,2400-3200
0.75,Premium,F,VS2,61.6,58,5.84,5.89,3.61,3013,2400-3200
0.71,Very Good,F,VS1,62.1,53,5.7,5.77,3.56,3013,2400-3200
0.71,Ideal,F,VS1,61.1,57,5.76,5.82,3.54,3013,2400-3200
0.81,Ideal,E,SI2,61.8,56,6,5.97,3.7,3013,2400-3200
0.81,Ideal,E,SI2,60.1,57,6.07,6.1,3.66,3013,2400-3200
0.9,Premium,D,SI1,62.2,60,6.08,6.05,3.77,3013,2400-3200
0.78,Ideal,E,SI1,62.7,55,5.9,5.87,3.69,3014,2400-3200
0.71,Ideal,H,VVS1,61.8,56,5.7,5.75,3.54,3014,2400-3200
0.73,Very Good,D,SI1,60.8,59,5.8,5.85,3.54,3014,2400-3200
1.01,Premium,G,I1,61.1,61,6.49,6.35,3.92,3014,2400-3200
0.9,Good,G,SI2,63.7,62,6.07,6.01,3.85,3014,2400-3200
0.84,Very Good,G,SI2,62.8,57,6,6.04,3.78,3015,2400-3200
0.91,Very Good,E,SI2,58.6,63,6.32,6.38,3.72,3015,2400-3200
0.78,Ideal,H,VVS2,61.7,55,5.9,5.94,3.65,3015,2400-3200
0.81,Ideal,E,SI2,61,56,5.99,6.05,3.67,3015,2400-3200
0.72,Very Good,D,VS2,62.1,59,5.7,5.73,3.55,3016,2400-3200
0.7,Premium,E,VS1,61.8,58,5.71,5.75,3.54,3016,2400-3200
0.7,Ideal,E,VS1,62.7,57,5.65,5.7,3.56,3016,2400-3200
0.9,Good,F,SI2,64.2,62,6,6.08,3.88,3016,2400-3200
0.76,Ideal,H,VS2,61.9,55,5.85,5.88,3.64,3016,2400-3200
0.96,Premium,E,SI2,62.8,60,6.3,6.24,3.94,3016,2400-3200
0.9,Ideal,H,SI2,62.8,55,6.18,6.11,3.86,3016,2400-3200
0.7,Very Good,G,VS1,60.1,60,5.73,5.76,3.45,3017,2400-3200
0.71,Very Good,F,VS1,61.8,60,5.66,5.7,3.51,3017,2400-3200
1.12,Premium,G,I1,60.3,60,6.75,6.69,4.05,3017,2400-3200
0.7,Ideal,G,VS1,61.1,56,5.72,5.74,3.5,3017,2400-3200
0.5,Good,D,VVS2,62.4,64,5.03,5.06,3.14,3017,2400-3200
1.12,Very Good,G,I1,61.2,63,6.68,6.59,4.05,3017,2400-3200
0.7,Good,F,VVS1,63.2,58,5.58,5.62,3.54,3018,2400-3200
1.03,Very Good,G,I1,60.8,57,6.51,6.55,3.97,3018,2400-3200
0.7,Premium,F,VVS2,62.5,59,5.68,5.61,3.53,3018,2400-3200
0.71,Ideal,F,VVS2,62.6,56,5.7,5.65,3.55,3018,2400-3200
0.72,Ideal,H,VS2,61.2,57,5.79,5.77,3.54,3018,2400-3200
0.7,Good,E,VS1,60.2,61,5.71,5.75,3.45,3018,2400-3200
1.02,Very Good,F,SI2,63.3,56,6.38,6.31,4.02,3018,2400-3200
0.77,Premium,F,VS2,62.4,59,5.85,5.81,3.64,3018,2400-3200
0.7,Premium,F,VVS2,62.2,56,5.72,5.63,3.53,3018,2400-3200
0.93,Premium,G,SI2,61.4,56,6.27,6.23,3.84,3019,2400-3200
0.78,Premium,D,SI1,60.4,57,6.02,5.97,3.62,3019,2400-3200
0.71,Ideal,D,VS2,60.4,53,5.81,5.85,3.52,3020,2400-3200
0.73,Very Good,F,SI1,61.3,56,5.78,5.84,3.56,3023,2400-3200
0.65,Ideal,E,VVS2,62.1,57,5.55,5.6,3.46,3023,2400-3200
0.85,Ideal,G,SI1,61.6,55,6.09,6.11,3.76,3023,2400-3200
0.9,Good,H,SI2,63.1,60,6.09,6.14,3.86,3024,2400-3200
0.9,Good,H,SI2,63.1,55,6.08,6.13,3.85,3024,2400-3200
0.75,Premium,E,VS2,62.1,57,5.9,5.79,3.63,3024,2400-3200
0.9,Very Good,J,VS2,63.1,59,6.09,6.05,3.83,3024,2400-3200
0.9,Good,J,VS2,63.9,58,6.15,6.08,3.91,3024,2400-3200
0.72,Premium,E,VS2,60.4,61,5.79,5.76,3.49,3024,2400-3200
0.9,Fair,H,SI1,65.6,57,6.04,6.01,3.95,3024,2400-3200
0.72,Premium,E,VS2,62.5,59,5.73,5.7,3.57,3024,2400-3200
0.75,Good,D,SI1,63.6,58,5.77,5.65,3.63,3024,2400-3200
0.75,Premium,E,SI1,61.7,60,5.84,5.8,3.59,3024,2400-3200
0.72,Very Good,G,VS1,60.1,63,5.86,5.82,3.51,3024,2400-3200
0.75,Premium,D,SI1,59.2,58,5.96,5.93,3.52,3024,2400-3200
0.65,Very Good,D,VVS2,57.7,60,5.69,5.74,3.3,3025,2400-3200
0.7,Very Good,G,VS2,61.8,55,5.69,5.74,3.53,3026,2400-3200
0.59,Ideal,E,VVS2,61.8,57,5.35,5.4,3.32,3026,2400-3200
0.71,Ideal,E,VS2,62.3,56,5.7,5.73,3.56,3026,2400-3200
0.83,Ideal,H,VS2,61.3,54,6.06,6.1,3.73,3027,2400-3200
1.02,Fair,J,SI1,66.8,55,6.25,6.18,4.15,3027,2400-3200
1,Fair,G,SI2,64.9,57,6.29,6.2,4.05,3027,2400-3200
1.02,Premium,G,SI2,61.7,58,6.46,6.41,3.97,3027,2400-3200
0.77,Good,H,VVS2,57.9,61,6.07,6.01,3.5,3027,2400-3200
0.7,Very Good,F,VVS2,58.5,60,5.82,5.94,3.44,3028,2400-3200
0.8,Ideal,H,VS2,62.1,54,5.96,5.99,3.71,3030,2400-3200
0.74,Ideal,H,VS1,61.6,55,5.79,5.83,3.58,3030,2400-3200
0.77,Fair,F,VS1,66.8,57,5.66,5.76,3.82,3031,2400-3200
0.72,Premium,G,VS1,58.9,58,5.93,5.85,3.47,3032,2400-3200
1.01,Good,E,I1,63.8,57,6.4,6.33,4.06,3032,2400-3200
1.01,Very Good,H,SI2,63.5,55,6.32,6.27,4,3032,2400-3200
0.55,Ideal,F,VVS1,61.2,54,5.35,5.3,3.26,3032,2400-3200
0.71,Very Good,D,VS2,63,57,5.67,5.7,3.58,3033,2400-3200
0.73,Ideal,G,VS1,61.6,57,5.76,5.79,3.56,3033,2400-3200
0.76,Ideal,E,SI1,62.5,57,5.8,5.82,3.63,3033,2400-3200
0.52,Ideal,E,IF,61.1,57,5.17,5.21,3.17,3033,2400-3200
0.7,Good,D,VS2,64.1,59,5.56,5.49,3.54,3033,2400-3200
0.7,Very Good,D,VS2,63.2,60,5.61,5.56,3.53,3033,2400-3200
0.7,Good,D,VS2,63.9,58,5.62,5.58,3.58,3033,2400-3200
0.92,Fair,I,VS2,64.4,58,6.13,6.1,3.94,3033,2400-3200
0.91,Premium,H,SI1,63,57,6.19,6.1,3.87,3033,2400-3200
0.91,Ideal,I,SI2,61.6,57,6.23,6.24,3.84,3034,2400-3200
0.91,Good,I,SI2,60.2,59,6.24,6.29,3.77,3034,2400-3200
0.7,Ideal,G,VS1,61.4,57,5.7,5.73,3.51,3034,2400-3200
0.72,Very Good,E,VS2,63.8,57,5.66,5.69,3.62,3035,2400-3200
0.71,Ideal,E,VS2,59.5,57,5.83,5.86,3.48,3035,2400-3200
0.72,Ideal,G,VS1,62.4,59,5.71,5.74,3.57,3035,2400-3200
0.78,Ideal,D,SI1,62.4,57,5.87,5.89,3.67,3035,2400-3200
0.71,Ideal,D,SI1,60.6,57,5.82,5.72,3.5,3035,2400-3200
0.8,Very Good,H,VVS2,62.9,56,5.9,5.96,3.73,3036,2400-3200
0.74,Ideal,E,VS2,62.6,56,5.73,5.81,3.61,3036,2400-3200
0.74,Premium,D,SI1,62.4,59,5.73,5.8,3.6,3036,2400-3200
0.61,Ideal,D,VVS2,62.4,58,5.38,5.42,3.37,3036,2400-3200
0.78,Ideal,F,SI1,61,55,6,5.96,3.65,3036,2400-3200
0.7,Very Good,G,VVS1,63.3,57,5.59,5.63,3.55,3037,2400-3200
0.32,Good,E,SI1,63.3,56,4.34,4.35,2.75,561,<=800
0.32,Premium,G,VS2,60.5,58,4.41,4.42,2.67,561,<=800
0.4,Good,H,SI2,63.7,59,4.64,4.69,2.97,561,<=800
0.32,Premium,G,VS2,62.5,60,4.32,4.38,2.72,561,<=800
0.32,Ideal,G,VS2,61.4,56,4.37,4.39,2.69,561,<=800
0.32,Premium,G,VS2,59.8,59,4.48,4.52,2.69,561,<=800
0.32,Premium,I,VVS2,60.7,59,4.4,4.43,2.68,561,<=800
0.32,Very Good,G,VS2,60.2,57,4.42,4.45,2.67,561,<=800
0.32,Good,G,VS2,63.3,54,4.36,4.39,2.77,561,<=800
0.32,Good,H,VS1,63.1,57,4.34,4.37,2.75,561,<=800
0.32,Ideal,G,VS2,61.4,55,4.4,4.46,2.72,561,<=800
0.32,Ideal,G,VS2,59.8,57,4.43,4.46,2.66,561,<=800
0.32,Ideal,G,VS2,61.7,57,4.38,4.4,2.71,561,<=800
0.32,Premium,H,VS1,62.3,58,4.34,4.39,2.72,561,<=800
0.32,Very Good,H,VS1,63,57,4.32,4.35,2.73,561,<=800
0.32,Premium,G,VS2,61.9,58,4.36,4.43,2.72,561,<=800
0.32,Good,G,VS2,63.1,57,4.3,4.35,2.73,561,<=800
0.32,Very Good,H,VS1,63,57,4.37,4.39,2.76,561,<=800
0.32,Ideal,G,VS2,61.8,57,4.37,4.4,2.71,561,<=800
0.32,Very Good,H,VS1,61.7,58,4.37,4.41,2.71,561,<=800
0.32,Premium,H,VS1,61.7,58,4.38,4.44,2.72,561,<=800
0.32,Very Good,E,SI1,60.1,60,4.42,4.47,2.67,561,<=800
0.32,Ideal,G,VS2,61.8,55,4.41,4.42,2.73,561,<=800
0.32,Premium,G,VS2,61.7,60,4.32,4.4,2.69,561,<=800
0.32,Good,E,SI1,63.4,55,4.35,4.36,2.76,561,<=800
0.32,Very Good,G,VS2,62.6,58,4.37,4.39,2.74,561,<=800
0.32,Premium,G,VS2,62.3,58,4.36,4.41,2.73,561,<=800
0.32,Ideal,G,VS2,61.6,57,4.39,4.41,2.71,561,<=800
0.32,Ideal,H,VS1,61.9,55,4.4,4.42,2.73,561,<=800
0.32,Ideal,H,VS1,60.2,56,4.44,4.49,2.69,561,<=800
0.72,Ideal,E,SI1,62.2,58,5.72,5.75,3.57,3037,2400-3200
0.76,Ideal,H,VS2,61.4,57,5.85,5.88,3.6,3038,2400-3200
0.7,Ideal,H,VS2,61.5,56,5.71,5.73,3.52,3038,2400-3200
0.73,Ideal,E,SI1,62.2,56,5.76,5.79,3.59,3038,2400-3200
0.7,Very Good,G,VVS2,61,59,5.67,5.7,3.47,3039,2400-3200
0.7,Fair,F,VS1,64.9,59,5.56,5.59,3.62,3039,2400-3200
0.77,Very Good,D,SI1,62.1,58,5.84,5.89,3.64,3040,2400-3200
0.92,Premium,I,SI2,61.5,59,6.27,6.21,3.84,3040,2400-3200
0.73,Ideal,G,VS1,61.8,57,5.78,5.81,3.58,3041,2400-3200
0.71,Ideal,F,VS1,62.7,57,5.66,5.7,3.56,3041,2400-3200
0.71,Ideal,F,VS1,61.7,55,5.73,5.77,3.55,3041,2400-3200
0.81,Good,I,VS1,59.4,56,5.97,6.11,3.59,3042,2400-3200
0.71,Ideal,G,VVS2,62.5,57,5.73,5.7,3.57,3042,2400-3200
0.72,Very Good,G,VVS2,60.4,58,5.77,5.82,3.5,3043,2400-3200
0.81,Premium,F,SI1,61.9,59,5.97,5.95,3.69,3043,2400-3200
0.81,Ideal,I,SI1,61.3,56,6.27,6.23,3.83,3043,2400-3200
0.77,Very Good,F,SI1,59.6,60,5.95,5.97,3.55,3044,2400-3200
0.83,Ideal,G,SI1,62.1,57,6.03,5.95,3.72,3044,2400-3200
0.71,Very Good,F,VS1,62.2,55,5.68,5.74,3.56,3045,2400-3200
0.71,Very Good,F,VS1,61.2,57,5.73,5.77,3.52,3045,2400-3200
0.78,Very Good,F,SI1,62.4,58,5.83,5.86,3.65,3045,2400-3200
0.71,Very Good,D,VS2,62.8,56,5.67,5.7,3.57,3045,2400-3200
0.72,Premium,D,VS2,60.2,60,5.76,5.81,3.48,3045,2400-3200
1.14,Ideal,J,SI1,60.2,57,6.81,6.71,4.07,3045,2400-3200
0.75,Ideal,E,SI1,60.8,56,5.91,5.89,3.59,3045,2400-3200
0.75,Very Good,D,SI1,59.7,62,5.89,5.94,3.53,3046,2400-3200
0.7,Good,G,VVS2,61.1,61,5.67,5.69,3.47,3046,2400-3200
0.79,Very Good,F,SI1,61.5,58,5.94,5.97,3.66,3047,2400-3200
0.73,Fair,D,VS1,66,54,5.56,5.66,3.7,3047,2400-3200
0.91,Premium,G,SI2,60.1,62,6.24,6.2,3.73,3047,2400-3200
0.91,Premium,G,SI2,62.8,59,6.14,6.12,3.85,3047,2400-3200
0.93,Ideal,I,SI2,62.3,57,6.22,6.2,3.87,3047,2400-3200
0.82,Very Good,F,SI1,63.9,56.9,5.85,5.92,3.76,3048,2400-3200
0.75,Very Good,D,SI1,61.8,57,5.78,5.81,3.58,3048,2400-3200
0.72,Premium,H,IF,58.7,59,5.94,5.88,3.47,3048,2400-3200
0.72,Ideal,G,SI1,61.8,56,5.7,5.76,3.55,3048,2400-3200
0.72,Good,E,VS1,57.9,60,5.97,5.91,3.44,3048,2400-3200
0.72,Very Good,E,VS1,63.1,56,5.7,5.65,3.58,3048,2400-3200
0.9,Ideal,J,VS1,62.6,55,6.13,6.11,3.83,3048,2400-3200
0.72,Premium,D,SI1,60.5,57,5.89,5.85,3.55,3048,2400-3200
0.72,Premium,D,SI1,62.6,54,5.78,5.72,3.6,3048,2400-3200
0.75,Ideal,E,SI1,61.4,55,5.8,5.86,3.58,3049,2400-3200
0.66,Ideal,D,VVS2,61.6,57,5.64,5.57,3.45,3049,2400-3200
0.83,Ideal,E,SI2,61.9,53,6.08,6.04,3.75,3049,2400-3200
0.62,Very Good,D,VVS2,58.1,63,5.59,5.66,3.27,3050,2400-3200
0.8,Very Good,E,SI1,63.1,56,5.93,5.83,3.71,3050,2400-3200
0.76,Ideal,H,SI1,61.3,55,5.87,5.93,3.62,3050,2400-3200
0.76,Ideal,H,SI1,61.4,55,5.82,5.9,3.6,3050,2400-3200
0.82,Good,E,SI2,61.8,56,5.95,5.99,3.69,3050,2400-3200
0.81,Ideal,E,SI2,62.1,57,5.97,5.91,3.69,3050,2400-3200
1.02,Good,E,I1,63.1,60,6.31,6.4,4.01,3051,2400-3200
0.66,Very Good,G,IF,60.5,59,5.69,5.74,3.46,3051,2400-3200
0.7,Very Good,D,VS2,62.5,55,5.65,5.71,3.55,3052,2400-3200
0.77,Ideal,F,VS2,61.2,57,5.93,5.97,3.64,3052,2400-3200
0.7,Very Good,G,VVS2,60.2,61,5.66,5.74,3.43,3052,2400-3200
1.03,Fair,G,SI1,66.1,56,6.26,6.2,4.12,3052,2400-3200
0.7,Very Good,D,VS2,62.6,58,5.67,5.7,3.56,3053,2400-3200
0.71,Very Good,E,VS2,59.9,59,5.79,5.83,3.48,3053,2400-3200
0.7,Very Good,F,VS1,62.8,59,5.65,5.69,3.56,3053,2400-3200
0.71,Ideal,E,VS2,60.9,56,5.77,5.83,3.53,3053,2400-3200
0.81,Ideal,F,SI2,62.3,54,5.94,5.98,3.72,3053,2400-3200
0.78,Ideal,E,SI2,61,56,5.92,5.98,3.63,3053,2400-3200
0.75,Ideal,E,SI1,61.3,57,5.84,5.91,3.6,3053,2400-3200
0.79,Very Good,E,SI1,63.2,56,5.91,5.83,3.71,3053,2400-3200
0.79,Premium,G,VS1,62.3,56,5.94,5.87,3.68,3053,2400-3200
0.79,Premium,G,VS1,61.3,59,5.97,5.91,3.64,3053,2400-3200
0.79,Ideal,E,SI1,62.1,54,5.96,5.92,3.69,3053,2400-3200
0.7,Very Good,D,VS1,62.9,60,5.62,5.67,3.55,3054,2400-3200
1.01,Premium,H,SI2,61.1,60,6.46,6.41,3.93,3054,2400-3200
1.01,Premium,I,SI2,61.9,58,6.45,6.41,3.98,3054,2400-3200
1.01,Fair,I,SI2,66.1,58,6.21,6.04,4.05,3054,2400-3200
1.01,Fair,I,SI2,68.1,59,6.14,6.11,4.17,3054,2400-3200
0.78,Very Good,E,SI1,60.9,57,5.93,5.97,3.62,3055,2400-3200
0.65,Very Good,D,VVS2,59.9,58,5.63,5.69,3.39,3056,2400-3200
0.61,Ideal,E,VVS2,60.8,56,5.5,5.47,3.34,3056,2400-3200
0.78,Ideal,G,SI1,61.7,56,5.9,5.93,3.65,3056,2400-3200
0.76,Ideal,E,SI1,62.4,54,5.84,5.86,3.65,3056,2400-3200
0.9,Very Good,I,SI2,61.5,61,6.13,6.16,3.78,3057,2400-3200
0.92,Very Good,D,SI2,60.2,61,6.27,6.32,3.79,3057,2400-3200
0.57,Ideal,F,VVS1,61.1,55,5.36,5.44,3.3,3057,2400-3200
0.76,Good,F,VS1,59.9,61,5.89,5.98,3.56,3057,2400-3200
0.9,Good,I,SI2,60.7,58,6.17,6.21,3.76,3057,2400-3200
0.82,Fair,H,SI1,64.9,58,5.82,5.77,3.76,3057,2400-3200
0.91,Good,F,SI2,63.9,56,6.11,6.06,3.89,3058,2400-3200
0.79,Premium,D,SI1,61.4,59,5.96,5.89,3.64,3058,2400-3200
0.91,Premium,J,VS2,61.6,58,6.28,6.23,3.85,3058,2400-3200
0.72,Very Good,F,VS1,62.1,59,5.69,5.74,3.55,3059,2400-3200
0.81,Very Good,E,SI2,62.9,56,5.87,5.9,3.7,3059,2400-3200
0.71,Very Good,E,VS1,61.8,56,5.74,5.78,3.56,3059,2400-3200
1.03,Very Good,G,I1,62.4,57,6.41,6.45,4.01,3060,2400-3200
0.9,Good,G,SI2,63.6,57,6.1,6.04,3.86,3060,2400-3200
0.74,Very Good,H,VVS1,62.4,57,5.76,5.81,3.61,3061,2400-3200
0.7,Very Good,E,VS1,61.1,55,5.72,5.77,3.51,3061,2400-3200
0.71,Very Good,E,VS1,63.3,56,5.64,5.68,3.58,3061,2400-3200
0.9,Very Good,J,SI1,63.8,56,6.11,6.14,3.91,3061,2400-3200
0.71,Ideal,G,SI1,61.5,55,5.75,5.79,3.55,3061,2400-3200
0.91,Good,I,SI2,57.9,60,6.46,6.39,3.72,3061,2400-3200
0.71,Fair,G,VVS1,62.8,57,5.67,5.57,3.53,3062,2400-3200
0.7,Premium,F,VVS2,58.7,60,5.8,5.75,3.39,3062,2400-3200
0.72,Ideal,D,SI1,61.5,56.5,5.76,5.79,3.55,3062,2400-3200
0.9,Fair,F,SI2,65.7,63,6.01,5.96,3.93,3062,2400-3200
0.71,Premium,E,VS2,62.2,59,5.71,5.61,3.52,3062,2400-3200
0.71,Premium,E,VS2,62,61,5.71,5.65,3.52,3062,2400-3200
0.93,Premium,J,VS1,60.3,58,6.37,6.31,3.82,3062,2400-3200
0.7,Very Good,E,VS1,62.2,57,5.63,5.68,3.52,3063,2400-3200
0.7,Very Good,E,VS1,62.5,56,5.64,5.68,3.54,3063,2400-3200
0.7,Good,E,VS1,59.4,61,5.79,5.83,3.45,3063,2400-3200
0.71,Very Good,E,VS1,63.3,59,5.64,5.68,3.58,3064,2400-3200
0.76,Premium,E,VS2,61.7,62,5.85,5.82,3.6,3064,2400-3200
0.7,Ideal,F,VS2,61.4,56,5.72,5.75,3.52,3064,2400-3200
0.7,Ideal,F,VS2,61.6,55,5.72,5.75,3.53,3064,2400-3200
0.8,Ideal,F,SI2,61.4,56,5.99,5.93,3.66,3064,2400-3200
0.72,Very Good,E,VS2,63,58,5.69,5.73,3.6,3065,2400-3200
0.7,Ideal,G,VS1,61.5,56,5.7,5.75,3.52,3065,2400-3200
0.65,Ideal,H,IF,61.5,55,5.6,5.62,3.45,3065,2400-3200
0.85,Very Good,D,SI2,61.4,60,6.05,6.13,3.74,3066,2400-3200
0.77,Ideal,I,VS1,61.4,56,5.9,5.93,3.63,3066,2400-3200
0.71,Ideal,F,VS1,62,57,5.7,5.75,3.55,3066,2400-3200
0.71,Ideal,F,VS1,62.1,57,5.73,5.76,3.57,3066,2400-3200
0.8,Ideal,F,SI2,62.5,56,5.94,5.99,3.73,3066,2400-3200
0.8,Ideal,F,SI2,61.8,59,5.94,5.96,3.68,3066,2400-3200
0.73,Very Good,E,VS2,63.1,55,5.77,5.71,3.62,3066,2400-3200
0.9,Good,G,SI2,63.7,62,6.01,6.07,3.85,3067,2400-3200
0.78,Ideal,E,SI1,62.7,55,5.87,5.9,3.69,3067,2400-3200
0.7,Very Good,E,VS1,63.4,60,5.63,5.66,3.58,3068,2400-3200
0.7,Ideal,E,VS2,62.6,56,5.65,5.69,3.55,3068,2400-3200
0.85,Very Good,I,VS2,60,57,6.1,6.16,3.68,3070,2400-3200
0.8,Very Good,G,SI1,62.9,56,5.88,5.95,3.72,3070,2400-3200
0.8,Very Good,E,SI2,62.6,59,5.84,5.91,3.68,3070,2400-3200
0.92,Good,J,SI2,59,63,6.3,6.35,3.73,3070,2400-3200
0.8,Very Good,G,SI1,62.1,56,6.01,5.85,3.68,3071,2400-3200
0.82,Ideal,I,VS1,61.6,56,6.05,6.01,3.72,3071,2400-3200
0.71,Good,G,VVS1,62.7,61,5.64,5.68,3.55,3072,2400-3200
0.7,Very Good,G,VVS1,63.1,56,5.64,5.67,3.57,3073,2400-3200
0.79,Very Good,F,SI1,58.5,61,6.03,6.08,3.54,3073,2400-3200
0.7,Ideal,G,VVS1,61.6,55,5.72,5.75,3.53,3073,2400-3200
